"Manual TX Intervals[s]","APRS Auto TX Intervals[s]","Transmit Power","Fixed Location Beacon","Latitude (degrees)","LatiMinInt","LatiMinMark","North or South Latitude","Longitude (degrees)","LongtiMinInt","LongtiMinMark ","East or West Longitude","Report Channel 1","Report Channel 2","Report Channel 3","Report Channel 4","Report Channel 5","Report Channel 6","Report Channel 7","Report Channel 8","APRS Talk Group","Call Type","Slot"
"0","0","0","0","0","00.00","00.00","0","0","00.00","00.00","0","0","0","0","0","0","0","0","0","0","0","0",
